Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Siguiri,GIN004005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Salaire pour AC (25),,,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,Save the Children,,,,
Conakry,GIN002001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Save the Children,Credit mensuel de Communication par mois,,12/1/2014,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,Save the Children,,,,
Kankan,GIN004001,Soutien social,Soutien aux orphelins,Save the Children,,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Formation pour AC,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,Save the Children,,,,
Macenta,GIN008003,Soutien social,Soutien aux orphelins,Save the Children,,,,
Siguiri,GIN004005,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),Save the Children,Recrutement,,,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),UN,Financement,,12/31/2014,
Beyla,GIN008001,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Beyla,GIN008001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Beyla,GIN008001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Beyla,GIN008001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Boffa,GIN001001,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Boffa,GIN001001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Boffa,GIN001001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Boké,GIN001002,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Boké,GIN001002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Boké,GIN001002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Boké,GIN001002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Conakry,GIN002001,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé) ;",,12/31/2014,
Conakry,GIN002001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Conakry,GIN002001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Conakry,GIN002001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Coyah,GIN005001,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Coyah,GIN005001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Coyah,GIN005001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Coyah,GIN005001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Dabola,GIN003001,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Dabola,GIN003001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Dabola,GIN003001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Dalaba,GIN007001,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Dalaba,GIN007001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Dalaba,GIN007001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Dalaba,GIN007001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Dinguiraye,GIN003002,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Dinguiraye,GIN003002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Dinguiraye,GIN003002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Dubreka,GIN005002,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,1/3/2015,
Dubreka,GIN005002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,1/15/2015,
Dubreka,GIN005002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Dubreka,GIN005002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Faranah,GIN003003,Communication,Campagne médiatique,UNFPA,,,12/31/2014,
Faranah,GIN003003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Faranah,GIN003003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Faranah,GIN003003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Credit mensuel de Communication par mois,,,
Forecariah,GIN005003,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Forecariah,GIN005003,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Forecariah,GIN005003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Fria,GIN001003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Gaoual,GIN001004,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Gaoual,GIN001004,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Gaoual,GIN001004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Guéckédou,GIN008006,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Guéckédou,GIN008006,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Guéckédou,GIN008006,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Kankan,GIN004001,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Kankan,GIN004001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Kankan,GIN004001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kankan,GIN004001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Kankan,GIN004001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Kérouané,GIN004002,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé); Sensibilisation des population, émission interactives radio rurale locale, publication de bulletin hebdomadaire)",,,
Kérouané,GIN004002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Kérouané,GIN004002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Kindia,GIN005004,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Kindia,GIN005004,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Kindia,GIN005004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kindia,GIN005004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Téléphones pour AC,,,
Kindia,GIN005004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Kissidougou,GIN003004,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé);",,,
Kissidougou,GIN003004,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Kissidougou,GIN003004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Koubia,GIN006001,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Koubia,GIN006001,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Koubia,GIN006001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Koundara,GIN001005,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Koundara,GIN001005,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Koundara,GIN001005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kouroussa,GIN004003,Communication,Campagne médiatique,UNFPA,,,,
Kouroussa,GIN004003,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Kouroussa,GIN004003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kouroussa,GIN004003,Surveillance & suivi,Contribution au paiement des salaires,UNFPA,Investigateurs et épistémologues internationaux,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Labé,GIN006002,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Labé,GIN006002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Labé,GIN006002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Labé,GIN006002,Surveillance & suivi,Contribution au paiement des salaires,UNFPA,Investigateurs et épistémologues internationaux,,,
Labé,GIN006002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Labé,GIN006002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Lelouma,GIN006003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Lola,GIN008002,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Lola,GIN008002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Lola,GIN008002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Lola,GIN008002,Surveillance & suivi,Contribution au paiement des salaires,UNFPA,Investigateurs et épistémologues internationaux,,,
Lola,GIN008002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Lola,GIN008002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Macenta,GIN008003,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé); Sensibilisation des population, émission interactives radio rurale locale, publication de bulletin hebdomadaire)",,,
Macenta,GIN008003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Macenta,GIN008003,Surveillance & suivi,Contribution au paiement des salaires,UNFPA,Investigateurs et épistémologues internationaux,,,
Macenta,GIN008003,Surveillance & suivi,Gestion des données,UNFPA,Responsables prefectoraux de la gestion des données ,,,
Macenta,GIN008003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Macenta,GIN008003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Carburant ssupervision de district ,,,
Mali,GIN006004,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Mali,GIN006004,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Mali,GIN006004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Mamou,GIN007002,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Mamou,GIN007002,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Mamou,GIN007002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Mandiana,GIN004004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Nzérékoré,GIN008004,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Nzérékoré,GIN008004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Credit mensuel de Communication par mois,,,
Pita,GIN007003,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Pita,GIN007003,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Pita,GIN007003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Pita,GIN007003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Formation pour AC (180),,,
Siguiri,GIN004005,Communication,Campagne médiatique,UNFPA,"Panneaux et affiches d'IEC (thématique prévention, femmes enceintes, adolescentes, jeunes et agents de santé)",,,
Siguiri,GIN004005,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Siguiri,GIN004005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,UNFPA,,,,
Télimélé,GIN005005,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Télimélé,GIN005005,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Télimélé,GIN005005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Tougue,GIN006005,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Tougue,GIN006005,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Tougue,GIN006005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Kankan,GIN004001,Communication,Comités de veille,UNFPA,"UNFPA:19
CU (9)
CR: Balandou (2)
CR Tokonou (2)
CR Gberedou-Baranama(2)
CR Boula (2)
CR Karifamoriya (2)

42 Formateurs/superviseurs",,12/18/2014,
Faranah,GIN003003,Communication,Comités de veille,UNFPA,"UNFPA: 16
CR Marela (1)
CR Tindo (2)
CR Tiro (2)
CR Sandenia (1)
CR Passaya (1)",,18/12/2014,
Lola,GIN008002,Communication,Comités de veille,UNFPA,(4 CR),,12/1/2014,
Siguiri,GIN004005,Communication,Comités de veille,UNFPA,"20
- Koulé (10)
- Samoé (10)
 
NB 10 superviseurs formés",,12/18/2014,
Nzérékoré,GIN008004,Communication,Comités de veille,UNFPA,(2 CR),,11/17/2014,
Macenta,GIN008003,Communication,Comités de veille,UNFPA,"40
- CR Nzegbela: (10)
- CR Seredou (10)
- CR Bofossou (10)
- CR  Kouankan (10)
- NB. 20 superviseurs formés",,11/17/2014,
Kouroussa,GIN004003,Communication,Comités de veille,UNFPA,"13 comités
4 CU+CR : (Sanguiana : 4)
CR Banféré (2) 
CR Kiniero (2)
CR Baro(1) 

35 Formateurs/superviseurs",,12/18/2014,
Kérouané,GIN004002,Communication,Comités de veille,UNFPA,"11
CR Sibilibaro (4)
CR Banakoro (2)
CU (1)
CR Komodou (1)
CR Damoro(3)

35 Formateurs/superviseurs",,17/11/2014,
Yomou,GIN008005,Communication,Campagne médiatique,UNFPA,"Production et diffusion sur RTG de 15 sketchs avec la troupe ""grand devis et KabaKoudou""",,,
Yomou,GIN008005,Communication,Soutien au groupe de travail sur la communication ,UNFPA,Elaborer le guide harmonisé (et autres supports) de communication sur Ebola,,,
Yomou,GIN008005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Achat de vehicule pour coordination nationale en pick up,,,
Yomou,GIN008005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),UNFPA,Credit mensuel de Communication pour AC,,,
Yomou,GIN008005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,UNFPA,Credit mensuel de Communication par mois,,,
Yomou,GIN008005,Communication,Comités de veille,UNFPA,(4CR),,12/1/2014,
Beyla,GIN008001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Beyla,GIN008001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Boffa,GIN001001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,1/31/2015,
Boffa,GIN001001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Boké,GIN001002,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,1/31/2015,
Boké,GIN001002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Conakry,GIN002001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,1/31/2015,
Conakry,GIN002001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Coyah,GIN005001,Communication,Campagne médiatique,UNICEF,Campagnes télévisées nationales de sensibilisation au virus Ebola (TV publique et privées),,12/31/2014,
Coyah,GIN005001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dabola,GIN003001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Dabola,GIN003001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dalaba,GIN007001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,1/31/2015,
Dalaba,GIN007001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dinguiraye,GIN003002,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,1/31/2015,
Dinguiraye,GIN003002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dubreka,GIN005002,Communication,Campagne médiatique,UNICEF,Campagnes télévisées nationales de sensibilisation au virus Ebola (TV publique et privées),,12/31/2014,
Dubreka,GIN005002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Faranah,GIN003003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Forecariah,GIN005003,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Forecariah,GIN005003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Fria,GIN001003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Gaoual,GIN001004,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Gaoual,GIN001004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Guéckédou,GIN008006,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Guéckédou,GIN008006,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kankan,GIN004001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Kankan,GIN004001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kérouané,GIN004002,Communication,Campagne médiatique,UNICEF,,,,
Kérouané,GIN004002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kindia,GIN005004,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Kindia,GIN005004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kissidougou,GIN003004,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Kissidougou,GIN003004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
