Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Dalaba,GIN007001,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Dinguiraye,GIN003002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Dubréka,GIN005002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,PLAN,,,2015-01-31,
Forecariah,GIN005003,Communications,,,,,,
Gaoual,GIN001003,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Guéckédou,GIN008002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Kankan,GIN004001,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Kérouané,GIN004002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Kindia,GIN005004,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Kissidougou,GIN003004,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Koubia,GIN006001,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Koundara,GIN001004,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Kouroussa,GIN004003,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Labé,GIN006002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Lola,GIN008003,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Mali,GIN006004,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Mamou,GIN007002,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
N'zérékoré,GIN008005,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Pita,GIN007003,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Siguiri,GIN004005,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Télimélé,GIN005005,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Tougue,GIN006005,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
Yomou,GIN008006,Communications,Remise en etat et appui au fonctionnement des 23 radios rurales et communautaires et la radio mano river.Construction de 4 nouvelles radios rurales. Remise en etat des emetteurs des radios,UNICEF,,,2015-01-31,
National,GIN,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Beyla,GIN008001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Boffa,GIN001001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Boké,GIN001002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Conakry,GIN002001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Coyah,GIN005001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Dabola,GIN003001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Dalaba,GIN007001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Dinguiraye,GIN003002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Dubréka,GIN005002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Forecariah,GIN005003,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Gaoual,GIN001003,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Guéckédou,GIN008002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Kankan,GIN004001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Kérouané,GIN004002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Kindia,GIN005004,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Kissidougou,GIN003004,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Koubia,GIN006001,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Koundara,GIN001004,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Kouroussa,GIN004003,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Labé,GIN006002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Lola,GIN008003,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Mali,GIN006004,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Mamou,GIN007002,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
N'zérékoré,GIN008005,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Pita,GIN007003,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Siguiri,GIN004005,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Télimélé,GIN005005,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Tougue,GIN006005,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
Yomou,GIN008006,Communications,Elaborer le guide harmonisé et intégré de communication et des supports de communication,UNFPA,Groupe de travail de la communication,,2015-01-15,
National,GIN,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,UNICEF,En Partenariat avec les agences du systeme et les ONGs,,,
National,GIN,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,OMS,Participation à la conception du document de stratégie et à la mise en oeuvre,,,
Beyla,GIN008001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,UNICEF,(CU+13 CR),,,
Beyla,GIN008001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,USAID,(40 CV),,,
Beyla,GIN008001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,SAVE THE CHILDREN,(40 CV),,,
Boffa,GIN001001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(CU+ 7CR),,,
Boké,GIN001002,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(1CU+  10CR),,,
Conakry,GIN002001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,,,,
Coyah,GIN005001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,UNICEF,(CU+ 3CR),,,
Coyah,GIN005001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,PLAN GUINEE,,,,
Coyah,GIN005001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,OMS,,,,
Dabola,GIN003001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,UNICEF,(CU+ 8 CR),,,
Dalaba,GIN007001,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(CU+9 CR),,,
Dinguiraye,GIN003002,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(CU+7CR),,,
Dubréka,GIN005002,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(1CU+  6CR),,,
Faranah,GIN003003,Communications,Mise en place des comités de veille dans les villages / activation du Ministère de l'Administration,,(CU+10 CR);,,,
